0,20,108.0
0,19,107.0
0,18,94.0
0,17,118.0
0,16,95.0
0,15,115.0
0,14,118.0
0,13,126.0
0,12,141.0
0,11,112.0
0,10,103.0
0,9,108.0
0,8,151.0
0,7,151.0
0,6,129.0
0,5,167.0
0,4,144.0
0,3,154.0
0,2,138.0
0,1,145.0
1,20,90.0
1,19,88.0
1,18,79.0
1,17,141.0
1,16,113.0
1,15,112.0
1,14,132.0
1,13,114.0
1,12,157.0
1,11,90.0
1,10,122.0
1,9,178.0
1,8,158.0
1,7,150.0
1,6,230.0
1,5,148.0
1,4,154.0
1,3,145.0
1,2,187.0
1,1,148.0
2,20,83.0
2,19,86.0
2,18,81.0
2,17,72.0
2,16,105.0
2,15,116.0
2,14,130.0
2,13,146.0
2,12,106.0
2,11,132.0
2,10,127.0
2,9,129.0
2,8,153.0
2,7,145.0
2,6,146.0
2,5,150.0
2,4,162.0
2,3,154.0
2,2,139.0
2,1,157.0
3,20,93.0
3,19,94.0
3,18,77.0
3,17,85.0
3,16,96.0
3,15,134.0
3,14,122.0
3,13,120.0
3,12,113.0
3,11,140.0
3,10,133.0
3,9,121.0
3,8,148.0
3,7,167.0
3,6,151.0
3,5,156.0
3,4,148.0
3,3,156.0
3,2,158.0
3,1,157.0
4,20,106.0
4,19,97.0
4,18,113.0
4,17,122.0
4,16,158.0
4,15,115.0
4,14,128.0
4,13,117.0
4,12,85.0
4,11,143.0
4,10,150.0
4,9,144.0
4,8,146.0
4,7,161.0
4,6,136.0
4,5,148.0
4,4,132.0
4,3,155.0
4,2,152.0
4,1,148.0
5,20,105.0
5,19,119.0
5,18,109.0
5,17,110.0
5,16,94.0
5,15,117.0
5,14,117.0
5,13,112.0
5,12,72.0
5,11,94.0
5,10,143.0
5,9,157.0
5,8,161.0
5,7,148.0
5,6,190.0
5,5,116.0
5,4,149.0
5,3,143.0
5,2,118.0
5,1,147.0
6,20,121.0
6,19,118.0
6,18,131.0
6,17,92.0
6,16,86.0
6,15,97.0
6,14,122.0
6,13,106.0
6,12,70.0
6,11,85.0
6,10,133.0
6,9,141.0
6,8,137.0
6,7,140.0
6,6,130.0
6,5,119.0
6,4,145.0
6,3,145.0
6,2,112.0
6,1,136.0
7,20,98.0
7,19,119.0
7,18,112.0
7,17,102.0
7,16,95.0
7,15,99.0
7,14,109.0
7,13,103.0
7,12,96.0
7,11,105.0
7,10,109.0
7,9,118.0
7,8,107.0
7,7,140.0
7,6,103.0
7,5,149.0
7,4,137.0
7,3,160.0
7,2,144.0
7,1,146.0
8,20,107.0
8,19,104.0
8,18,110.0
8,17,103.0
8,16,109.0
8,15,110.0
8,14,107.0
8,13,107.0
8,12,120.0
8,11,109.0
8,10,124.0
8,9,108.0
8,8,90.0
8,7,90.0
8,6,115.0
8,5,134.0
8,4,152.0
8,3,159.0
8,2,156.0
8,1,147.0
9,20,97.0
9,19,88.0
9,18,88.0
9,17,104.0
9,16,118.0
9,15,88.0
9,14,131.0
9,13,128.0
9,12,126.0
9,11,133.0
9,10,125.0
9,9,103.0
9,8,104.0
9,7,152.0
9,6,129.0
9,5,143.0
9,4,126.0
9,3,146.0
9,2,157.0
9,1,161.0
10,20,90.0
10,19,86.0
10,18,89.0
10,17,100.0
10,16,116.0
10,15,83.0
10,14,115.0
10,13,125.0
10,12,116.0
10,11,111.0
10,10,97.0
10,9,86.0
10,8,132.0
10,7,128.0
10,6,151.0
10,5,141.0
10,4,131.0
10,3,133.0
10,2,143.0
10,1,146.0
11,20,79.0
11,19,89.0
11,18,86.0
11,17,114.0
11,16,121.0
11,15,122.0
11,14,120.0
11,13,139.0
11,12,115.0
11,11,108.0
11,10,108.0
11,9,112.0
11,8,129.0
11,7,145.0
11,6,135.0
11,5,131.0
11,4,146.0
11,3,157.0
11,2,147.0
11,1,161.0
12,20,81.0
12,19,100.0
12,18,100.0
12,17,129.0
12,16,121.0
12,15,120.0
12,14,132.0
12,13,130.0
12,12,110.0
12,11,105.0
12,10,89.0
12,9,106.0
12,8,134.0
12,7,146.0
12,6,140.0
12,5,156.0
12,4,146.0
12,3,124.0
12,2,145.0
12,1,140.0
13,20,103.0
13,19,103.0
13,18,119.0
13,17,118.0
13,16,125.0
13,15,124.0
13,14,128.0
13,13,118.0
13,12,128.0
13,11,126.0
13,10,108.0
13,9,127.0
13,8,134.0
13,7,135.0
13,6,136.0
13,5,149.0
13,4,162.0
13,3,153.0
13,2,156.0
13,1,155.0
14,20,104.0
14,19,99.0
14,18,112.0
14,17,108.0
14,16,117.0
14,15,125.0
14,14,124.0
14,13,129.0
14,12,122.0
14,11,125.0
14,10,125.0
14,9,117.0
14,8,124.0
14,7,125.0
14,6,138.0
14,5,149.0
14,4,157.0
14,3,164.0
14,2,162.0
14,1,156.0
15,20,134.0
15,19,134.0
15,18,80.0
15,17,103.0
15,16,109.0
15,15,127.0
15,14,127.0
15,13,122.0
15,12,112.0
15,11,109.0
15,10,108.0
15,9,110.0
15,8,114.0
15,7,118.0
15,6,121.0
15,5,155.0
15,4,143.0
15,3,146.0
15,2,154.0
15,1,124.0
16,20,134.0
16,19,134.0
16,18,91.0
16,17,94.0
16,16,109.0
16,15,123.0
16,14,120.0
16,13,96.0
16,12,95.0
16,11,95.0
16,10,84.0
16,9,97.0
16,8,118.0
16,7,109.0
16,6,122.0
16,5,124.0
16,4,144.0
16,3,144.0
16,2,127.0
16,1,128.0
17,20,134.0
17,19,134.0
17,18,88.0
17,17,91.0
17,16,132.0
17,15,124.0
17,14,108.0
17,13,88.0
17,12,77.0
17,11,92.0
17,10,106.0
17,9,101.0
17,8,112.0
17,7,116.0
17,6,113.0
17,5,133.0
17,4,117.0
17,3,136.0
17,2,149.0
17,1,133.0
18,20,134.0
18,19,134.0
18,18,88.0
18,17,109.0
18,16,118.0
18,15,126.0
18,14,113.0
18,13,90.0
18,12,83.0
18,11,88.0
18,10,109.0
18,9,102.0
18,8,109.0
18,7,115.0
18,6,117.0
18,5,143.0
18,4,127.0
18,3,127.0
18,2,140.0
18,1,131.0
19,20,134.0
19,19,134.0
19,18,91.0
19,17,93.0
19,16,97.0
19,15,104.0
19,14,92.0
19,13,72.0
19,12,92.0
19,11,91.0
19,10,109.0
19,9,103.0
19,8,128.0
19,7,116.0
19,6,131.0
